Row ID,Order ID,Order Date,Date Key,Contact Name,Country,City,Region,Subregion,Customer,Customer ID,Industry,Segment,Product,License,Sales,Quantity,Discount,Profit,GDP_per_Capita,Internet_Penetration,Profit Margin
6120,EMEA-2023-143378,2023-09-20,20230920,Sue Wilson,Belgium,Brussels,EMEA,EU-WEST,Walmart,1096,Retail,Strategic,ChatBot Plugin,3GBEEEEIT9,23.83,3,0.2,6.55,56614.5679499036,95.7758,27.5
6121,EMEA-2023-143378,2023-09-20,20230920,Sue Wilson,Belgium,Brussels,EMEA,EU-WEST,Walmart,1096,Retail,Strategic,SaaS Connector Pack,GNZQ859TQY,409.22,8,0.2,61.38,56614.5679499036,95.7758,15.0
6122,EMEA-2023-143378,2023-09-20,20230920,Sue Wilson,Belgium,Brussels,EMEA,EU-WEST,Walmart,1096,Retail,Strategic,Marketing Suite,YYOO97X9A3,72.59,2,0.7,-128.24,56614.5679499036,95.7758,-176.67
6123,APJ-2023-152660,2023-12-05,20231205,Caroline Greene,Australia,Sydney,APJ,ANZ,Daimler,1052,Transportation,SMB,Marketing Suite - Gold,WHHT0BYTPY,61.57,2,0.2,4.62,64603.9856308464,97.0631,7.5
6124,APJ-2021-142139,2021-08-31,20210831,Victoria Nash,Japan,Ibaraki,APJ,JAPN,BMW,1039,Manufacturing,Enterprise,Support,Q24A6DJN1Z,20.96,4,0.2,6.81,32487.0778047567,86.9815,32.5
6125,AMER-2023-145772,2023-06-04,20230604,Edward Wilkins,United States,New York City,AMER,NAMER,American Express,1005,Finance,Strategic,Data Smasher,PPK19T8O0N,44.75,5,0.0,8.5,84534.0407841548,93.1444,19.0
6126,AMER-2023-145772,2023-06-04,20230604,Edward Wilkins,United States,New York City,AMER,NAMER,American Express,1005,Finance,Strategic,Support,NEDLXU3KBP,11.96,2,0.0,5.38,84534.0407841548,93.1444,45.0
6127,AMER-2023-145772,2023-06-04,20230604,Edward Wilkins,United States,New York City,AMER,NAMER,American Express,1005,Finance,Strategic,ContactMatcher,OPJDB0RNE4,3.91,1,0.2,1.27,84534.0407841548,93.1444,32.5
6128,EMEA-2022-124100,2022-04-01,20220401,Adam Nash,United Kingdom,London,EMEA,UKIR,Aviva,1006,Finance,SMB,FinanceHub,930LL4HE8S,328.0,6,0.1,54.67,53246.3676145108,96.2988,16.67
6129,AMER-2020-158400,2020-10-25,20201025,Ryan Jackson,United States,Los Angeles,AMER,NAMER,Abbott Laboratories,1001,Healthcare,Strategic,ContactMatcher,7KKRVF9LNR,49.41,4,0.2,18.53,84534.0407841548,93.1444,37.5
6130,EMEA-2023-162033,2023-03-27,20230327,Felicity Peters,Spain,Seville,EMEA,EU-WEST,Carrefour,1048,Retail,Enterprise,Data Smasher,36GV5TI7KE,53.25,3,0.0,20.77,35326.7683069278,95.7575,39.0
6131,EMEA-2023-162033,2023-03-27,20230327,Felicity Peters,Spain,Seville,EMEA,EU-WEST,Carrefour,1048,Retail,Enterprise,Storage,J7L0EOZ9Z2,3.76,2,0.0,1.32,35326.7683069278,95.7575,35.0
6132,EMEA-2020-163447,2020-12-27,20201227,Luke McDonald,United Kingdom,London,EMEA,UKIR,Panasonic,1091,Tech,Enterprise,FinanceHub,N4564SNLT6,767.21,14,0.1,161.97,53246.3676145108,96.2988,21.11
6133,EMEA-2023-145737,2023-09-16,20230916,Ella Henderson,South Africa,Johannesburg,EMEA,MEA,Intel,1051,Tech,SMB,Support,JPU3EAUWWO,163.96,5,0.2,59.44,6267.186814093,75.6592,36.25
6134,AMER-2022-148096,2022-08-17,20220817,Brian Campbell,United States,New York City,AMER,NAMER,Aviva,1006,Finance,Strategic,ContactMatcher,EMGPC1HSM9,161.28,2,0.2,12.1,84534.0407841548,93.1444,7.5
6135,AMER-2022-146766,2022-11-05,20221105,Caroline Smith,United States,Newark,AMER,NAMER,J.P. Morgan Chase & Co.,1054,Finance,SMB,ChatBot Plugin,KTH54NMZXP,192.8,4,0.0,55.91,84534.0407841548,93.1444,29.0
6136,APJ-2021-105613,2021-10-18,20211018,Carl Ince,Japan,Sapporo,APJ,JAPN,Intel,1051,Tech,Enterprise,Data Smasher,MCA5X9F3XH,27.7,3,0.2,3.46,32487.0778047567,86.9815,12.5
6137,APJ-2021-105613,2021-10-18,20211018,Carl Ince,Japan,Sapporo,APJ,JAPN,Intel,1051,Tech,Enterprise,OneView,624GRAWGPA,73.16,6,0.8,-186.57,32487.0778047567,86.9815,-255.0
6138,EMEA-2022-142251,2022-11-01,20221101,Ian McGrath,Germany,Frankfurt,EMEA,EU-WEST,Apple,1008,Tech,SMB,Support,5HMN95E8RY,32.06,6,0.2,11.22,56103.7323182554,93.5,35.0
6139,AMER-2020-131247,2020-03-30,20200330,William Robertson,United States,Los Angeles,AMER,NAMER,General Electric,1040,Finance,SMB,Marketing Suite,0NGG1060Q7,205.67,2,0.15,-12.1,84534.0407841548,93.1444,-5.88
6140,AMER-2021-113593,2021-04-18,20210418,Carl Langdon,United States,Springfield,AMER,NAMER,Itochu,1032,Finance,SMB,Marketing Suite - Gold,RQDBOXF8X6,115.44,3,0.0,30.01,84534.0407841548,93.1444,26.0
6141,EMEA-2023-121083,2023-07-10,20230710,Sarah Sanderson,Saudi Arabia,Dhahran,EMEA,MEA,Prudential Financial,1078,Finance,SMB,Support,QH5JYYTSVQ,274.8,5,0.0,134.65,35121.6628687742,100.0,49.0
6142,EMEA-2023-121083,2023-07-10,20230710,Sarah Sanderson,Saudi Arabia,Dhahran,EMEA,MEA,Prudential Financial,1078,Finance,SMB,Marketing Suite - Gold,Z5MX4TEDXW,195.64,4,0.0,3.91,35121.6628687742,100.0,2.0
6143,EMEA-2023-121083,2023-07-10,20230710,Sarah Sanderson,Saudi Arabia,Dhahran,EMEA,MEA,Prudential Financial,1078,Finance,SMB,Site Analytics,7SON7EW0OU,257.98,2,0.0,74.81,35121.6628687742,100.0,29.0
6144,EMEA-2023-121083,2023-07-10,20230710,Sarah Sanderson,Saudi Arabia,Dhahran,EMEA,MEA,Prudential Financial,1078,Finance,SMB,ChatBot Plugin,RW8KFQDUS3,119.04,6,0.0,48.81,35121.6628687742,100.0,41.0
6145,AMER-2023-151190,2023-06-28,20230628,Michelle Langdon,Costa Rica,San José,AMER,LATAM,Lukoil,1044,Energy,SMB,Support,JO9GF79YZK,20.07,3,0.0,9.23,18587.1532203482,85.3951,46.0
6146,AMER-2020-133543,2020-12-22,20201222,John Davies,United States,Chicago,AMER,NAMER,Cigna,1038,Healthcare,SMB,ChatBot Plugin,NNPM2AJ1JU,11.76,4,0.0,3.18,84534.0407841548,93.1444,27.0
6147,AMER-2023-105130,2023-11-22,20231122,Christian Lyman,United States,Los Angeles,AMER,NAMER,Phillips 66,1056,Energy,Strategic,ChatBot Plugin,RU3C6YJJ2H,11.76,4,0.0,3.18,84534.0407841548,93.1444,27.0
6148,AMER-2023-105130,2023-11-22,20231122,Christian Lyman,United States,Los Angeles,AMER,NAMER,Phillips 66,1056,Energy,Strategic,ContactMatcher,OI26NI9BDL,40.74,2,0.2,14.77,84534.0407841548,93.1444,36.25
6149,AMER-2022-161928,2022-06-28,20220628,James Fisher,United States,Los Angeles,AMER,NAMER,Honda Motor,1045,Manufacturing,SMB,Site Analytics,Z6KRJNWEGY,201.58,2,0.2,12.6,84534.0407841548,93.1444,6.25
6150,AMER-2023-101322,2023-12-29,20231229,Jessica Hughes,United States,Jacksonville,AMER,NAMER,UnitedHealth Group,1092,Healthcare,Strategic,FinanceHub,F36JXX0NJ6,340.7,6,0.2,-34.07,84534.0407841548,93.1444,-10.0
6151,EMEA-2022-106600,2022-04-09,20220409,Sean Morrison,Finland,Helsinki,EMEA,NOR,News Corp.,1071,Misc,SMB,Marketing Suite,DLWLSHQY8X,354.9,5,0.0,88.72,53149.7671934051,93.5139,25.0
6152,AMER-2020-111871,2020-03-18,20200318,Thomas Watson,United States,Los Angeles,AMER,NAMER,Home Depot,1047,Retail,Enterprise,Marketing Suite,OI99X15HKU,1198.33,10,0.15,70.49,84534.0407841548,93.1444,5.88
6153,AMER-2023-139437,2023-07-04,20230704,Emily Ogden,United States,New York City,AMER,NAMER,Cigna,1038,Healthcare,SMB,Marketing Suite - Gold,E9K414PU4D,87.92,4,0.0,0.88,84534.0407841548,93.1444,1.0
6154,EMEA-2023-151484,2023-04-21,20230421,Luke Mills,France,Paris,EMEA,EU-WEST,Prudential Financial,1078,Finance,Strategic,SaaS Connector Pack,YE4THFDRGS,51.97,2,0.2,10.39,46103.0840855884,88.6538,20.0
6155,EMEA-2023-151484,2023-04-21,20230421,Luke Mills,France,Paris,EMEA,EU-WEST,Prudential Financial,1078,Finance,Strategic,Marketing Suite - Gold,EWCKJDZ3G5,51.34,3,0.2,5.78,46103.0840855884,88.6538,11.25
6156,EMEA-2023-151484,2023-04-21,20230421,Luke Mills,France,Paris,EMEA,EU-WEST,Prudential Financial,1078,Finance,Strategic,Marketing Suite - Gold,SB86CYNZ1W,332.7,1,0.2,33.27,46103.0840855884,88.6538,10.0
6157,EMEA-2023-151484,2023-04-21,20230421,Luke Mills,France,Paris,EMEA,EU-WEST,Prudential Financial,1078,Finance,Strategic,SaaS Connector Pack,LIMEY2MAT0,42.41,3,0.2,9.54,46103.0840855884,88.6538,22.5
6158,APJ-2022-104150,2022-08-04,20220804,Rebecca Mackay,Singapore,Singapore,APJ,APAC,Costco Wholesale,1025,Retail,SMB,SaaS Connector Pack - Gold,ZXH0XK7NSR,81.54,3,0.0,38.32,90674.066632628,94.3776,47.0
6159,APJ-2022-104150,2022-08-04,20220804,Rebecca Mackay,Singapore,Singapore,APJ,APAC,Costco Wholesale,1025,Retail,SMB,Data Smasher,QZNGRDJ4Y1,167.28,12,0.0,23.42,90674.066632628,94.3776,14.0
6160,AMER-2022-161025,2022-12-04,20221204,Evan Paige,United States,New York City,AMER,NAMER,Honda Motor,1045,Manufacturing,SMB,Marketing Suite - Gold,EPWK4ZW2NF,772.68,4,0.0,108.18,84534.0407841548,93.1444,14.0
6161,EMEA-2020-103989,2020-03-19,20200319,Molly Rutherford,Germany,Frankfurt,EMEA,EU-WEST,PepsiCo,1073,Consumer Products,Strategic,Site Analytics,KYVQFOUXML,323.98,3,0.2,28.35,56103.7323182554,93.5,8.75
6162,EMEA-2020-103989,2020-03-19,20200319,Molly Rutherford,Germany,Frankfurt,EMEA,EU-WEST,PepsiCo,1073,Consumer Products,Strategic,FinanceHub,XB9451NBAF,11.81,4,0.2,3.99,56103.7323182554,93.5,33.75
6163,EMEA-2020-103989,2020-03-19,20200319,Molly Rutherford,Germany,Frankfurt,EMEA,EU-WEST,PepsiCo,1073,Consumer Products,Strategic,Marketing Suite - Gold,NKNOLMFFY2,26.16,3,0.2,1.96,56103.7323182554,93.5,7.5
6164,EMEA-2020-103989,2020-03-19,20200319,Molly Rutherford,Germany,Frankfurt,EMEA,EU-WEST,PepsiCo,1073,Consumer Products,Strategic,ContactMatcher,TEYTF5ERN6,33.57,5,0.7,-25.74,56103.7323182554,93.5,-76.67
6165,EMEA-2020-103989,2020-03-19,20200319,Molly Rutherford,Germany,Frankfurt,EMEA,EU-WEST,PepsiCo,1073,Consumer Products,Strategic,SaaS Connector Pack,OO27QGOAX7,4.99,3,0.2,1.37,56103.7323182554,93.5,27.5
6166,EMEA-2020-103989,2020-03-19,20200319,Molly Rutherford,Germany,Frankfurt,EMEA,EU-WEST,PepsiCo,1073,Consumer Products,Strategic,SaaS Connector Pack,OGPLLH155T,20.02,3,0.2,5.5,56103.7323182554,93.5,27.5
6167,EMEA-2020-103989,2020-03-19,20200319,Molly Rutherford,Germany,Frankfurt,EMEA,EU-WEST,PepsiCo,1073,Consumer Products,Strategic,Data Smasher,67FY9FBUCD,170.24,2,0.2,53.2,56103.7323182554,93.5,31.25
6168,APJ-2021-142433,2021-04-20,20210420,Audrey Wilkins,Japan,Tokyo,APJ,JAPN,Home Depot,1047,Retail,SMB,Support,ZU42R94FUZ,117.46,3,0.2,44.05,32487.0778047567,86.9815,37.5
6169,AMER-2021-132815,2021-09-19,20210919,Joseph White,United States,New York City,AMER,NAMER,Abbott Laboratories,1001,Healthcare,Strategic,Support,IOHNQPACJ4,22.96,2,0.0,11.25,84534.0407841548,93.1444,49.0
6170,EMEA-2020-101266,2020-08-27,20200827,Faith Robertson,Spain,Barcelona,EMEA,EU-WEST,Anthem,1029,Healthcare,SMB,Support,TZXMA8YXW3,13.36,2,0.0,6.41,35326.7683069278,95.7575,48.0
6171,EMEA-2022-141523,2022-12-20,20221220,Charles Ross,United Kingdom,London,EMEA,UKIR,Mondelez International,1067,Consumer Products,Strategic,ContactMatcher,TSH5I04LUE,34.25,3,0.2,11.56,53246.3676145108,96.2988,33.75
6172,EMEA-2022-141523,2022-12-20,20221220,Charles Ross,United Kingdom,London,EMEA,UKIR,Mondelez International,1067,Consumer Products,Strategic,ChatBot Plugin,HYQOMNQZRY,3.52,2,0.0,1.02,53246.3676145108,96.2988,29.0
6173,EMEA-2020-106299,2020-08-02,20200802,Thomas Roberts,Poland,Warsaw,EMEA,EU-WEST,Siemens,1043,Manufacturing,Enterprise,ContactMatcher,1JGRNS4NQX,26.7,5,0.0,12.55,25103.565661423,88.585,47.0
6174,EMEA-2020-106299,2020-08-02,20200802,Thomas Roberts,Poland,Warsaw,EMEA,EU-WEST,Siemens,1043,Manufacturing,Enterprise,Data Smasher,DBK172DR3S,21.2,2,0.0,9.12,25103.565661423,88.585,43.0
6175,EMEA-2020-106299,2020-08-02,20200802,Thomas Roberts,Poland,Warsaw,EMEA,EU-WEST,Siemens,1043,Manufacturing,Enterprise,Marketing Suite - Gold,577R8MT1UQ,838.38,2,0.0,226.36,25103.565661423,88.585,27.0
6176,AMER-2021-158421,2021-09-21,20210921,Dylan Ince,Colombia,Medellín,AMER,LATAM,Procter & Gamble,1077,Consumer Products,SMB,FinanceHub,XOS8IST707,1690.04,4,0.0,422.51,7919.20886825345,77.3369,25.0
6177,AMER-2021-158421,2021-09-21,20210921,Dylan Ince,Colombia,Medellín,AMER,LATAM,Procter & Gamble,1077,Consumer Products,SMB,Marketing Suite - Gold,C6TG25PLN5,85.96,7,0.0,24.07,7919.20886825345,77.3369,28.0
6178,AMER-2021-158421,2021-09-21,20210921,Dylan Ince,Colombia,Medellín,AMER,LATAM,Procter & Gamble,1077,Consumer Products,SMB,SaaS Connector Pack - Gold,6KSOHIVKAK,121.96,2,0.0,57.32,7919.20886825345,77.3369,47.0
6179,AMER-2021-158421,2021-09-21,20210921,Dylan Ince,Colombia,Medellín,AMER,LATAM,Procter & Gamble,1077,Consumer Products,SMB,Support,ZZU7U59ZX9,23.92,4,0.0,11.72,7919.20886825345,77.3369,49.0
6180,AMER-2021-158421,2021-09-21,20210921,Dylan Ince,Colombia,Medellín,AMER,LATAM,Procter & Gamble,1077,Consumer Products,SMB,Marketing Suite - Gold,9JBBRUDQNK,63.96,2,0.0,6.4,7919.20886825345,77.3369,10.0
6181,AMER-2021-158421,2021-09-21,20210921,Dylan Ince,Colombia,Medellín,AMER,LATAM,Procter & Gamble,1077,Consumer Products,SMB,Site Analytics,WKAZOWCH7Y,629.95,5,0.0,176.39,7919.20886825345,77.3369,28.0
6182,AMER-2021-158421,2021-09-21,20210921,Dylan Ince,Colombia,Medellín,AMER,LATAM,Procter & Gamble,1077,Consumer Products,SMB,Site Analytics,CV5WSC284F,113.73,3,0.0,32.98,7919.20886825345,77.3369,29.0
6183,AMER-2021-158421,2021-09-21,20210921,Dylan Ince,Colombia,Medellín,AMER,LATAM,Procter & Gamble,1077,Consumer Products,SMB,ContactMatcher,IWHX526ONI,14.6,2,0.0,6.86,7919.20886825345,77.3369,47.0
6184,AMER-2021-158421,2021-09-21,20210921,Dylan Ince,Colombia,Medellín,AMER,LATAM,Procter & Gamble,1077,Consumer Products,SMB,Marketing Suite - Gold,7UB4KTI2SF,887.84,8,0.0,17.76,7919.20886825345,77.3369,2.0
6185,EMEA-2022-143609,2022-12-12,20221212,Audrey Young,Belgium,Brussels,EMEA,EU-WEST,Kroger,1057,Retail,Enterprise,FinanceHub,I3HWGN8GXZ,403.92,5,0.2,25.24,56614.5679499036,95.7758,6.25
6186,EMEA-2021-138331,2021-08-07,20210807,Kimberly Harris,France,Paris,EMEA,EU-WEST,Intel,1051,Tech,SMB,ChatBot Plugin,JJJBHT2PBZ,106.8,10,0.2,10.68,46103.0840855884,88.6538,10.0
6187,EMEA-2021-138954,2021-11-15,20211115,Diane Mills,United Kingdom,London,EMEA,UKIR,General Motors,1041,Manufacturing,Strategic,Marketing Suite - Gold,9YQ9GO3CX8,70.95,3,0.0,20.58,53246.3676145108,96.2988,29.0
6188,EMEA-2021-138954,2021-11-15,20211115,Diane Mills,United Kingdom,London,EMEA,UKIR,General Motors,1041,Manufacturing,Strategic,ContactMatcher,SC595T8QQ9,34.94,6,0.2,11.79,53246.3676145108,96.2988,33.75
6189,EMEA-2021-138954,2021-11-15,20211115,Diane Mills,United Kingdom,London,EMEA,UKIR,General Motors,1041,Manufacturing,Strategic,ChatBot Plugin,8X58H2RKDI,119.04,6,0.0,35.71,53246.3676145108,96.2988,30.0
6190,APJ-2023-157903,2023-04-05,20230405,Joanne Blake,Australia,Adelaide,APJ,ANZ,PepsiCo,1073,Consumer Products,SMB,Site Analytics,1IRA8KYZNS,383.84,4,0.2,47.98,64603.9856308464,97.0631,12.5
6191,EMEA-2022-157259,2022-12-25,20221225,Liam Murray,United Kingdom,London,EMEA,UKIR,American Express,1005,Finance,SMB,SaaS Connector Pack,72AZCQ6Q32,799.56,9,0.0,207.89,53246.3676145108,96.2988,26.0
6192,AMER-2023-107986,2023-12-14,20231214,Blake Short,Canada,Toronto,AMER,NAMER,Carrefour,1048,Retail,SMB,Marketing Suite - Gold,RH5Y7VGIYV,31.44,3,0.0,8.49,54340.3477224733,93.9564,27.0
6193,APJ-2023-104927,2023-12-23,20231223,Rebecca Mackay,Japan,Tokyo,APJ,JAPN,Costco Wholesale,1025,Retail,SMB,Support,NU9VK1BU2P,25.92,5,0.2,9.07,32487.0778047567,86.9815,35.0
6194,APJ-2023-104927,2023-12-23,20231223,Rebecca Mackay,Japan,Tokyo,APJ,JAPN,Costco Wholesale,1025,Retail,SMB,ContactMatcher,DS1DMSBZMR,6.33,5,0.8,-9.81,32487.0778047567,86.9815,-155.0
6195,APJ-2023-104927,2023-12-23,20231223,Rebecca Mackay,Japan,Tokyo,APJ,JAPN,Costco Wholesale,1025,Retail,SMB,Support,GNOGKO5HCY,75.88,5,0.2,26.56,32487.0778047567,86.9815,35.0
6196,EMEA-2023-113453,2023-10-22,20231022,Sophie Cornish,France,Paris,EMEA,EU-WEST,Humana,1049,Healthcare,SMB,Site Analytics,LUYMYZKXSI,329.99,2,0.4,-77.0,46103.0840855884,88.6538,-23.33
6197,EMEA-2023-113453,2023-10-22,20231022,Sophie Cornish,France,Paris,EMEA,EU-WEST,Humana,1049,Healthcare,SMB,Marketing Suite - Gold,CPW4ROFE85,71.38,3,0.2,-4.46,46103.0840855884,88.6538,-6.25
6198,APJ-2021-149909,2021-11-13,20211113,Faith Jones,India,Chennai,APJ,IND,Sony,1028,Tech,SMB,Support,1X89BTA42F,63.77,7,0.0,28.7,2694.73780859961,70.0,45.0
6199,APJ-2021-149909,2021-11-13,20211113,Faith Jones,India,Chennai,APJ,IND,Sony,1028,Tech,SMB,Site Analytics,UU7UA5O85S,50.97,3,0.0,13.25,2694.73780859961,70.0,26.0
6200,APJ-2021-149909,2021-11-13,20211113,Faith Jones,India,Chennai,APJ,IND,Sony,1028,Tech,SMB,Support,HOZZGHY6N3,96.08,2,0.0,46.12,2694.73780859961,70.0,48.0
6201,APJ-2021-146675,2021-04-16,20210416,Victor Lewis,Australia,Brisbane,APJ,ANZ,BNP Paribas,1065,Finance,SMB,Alchemy,DXUR83AFDE,1439.97,4,0.2,485.99,64603.9856308464,97.0631,33.75
6202,APJ-2021-146675,2021-04-16,20210416,Victor Lewis,Australia,Brisbane,APJ,ANZ,BNP Paribas,1065,Finance,SMB,Data Smasher,XKLMDYGOBD,43.56,3,0.2,-4.9,64603.9856308464,97.0631,-11.25
6203,AMER-2022-118332,2022-12-17,20221217,Claire Welch,United States,Arlington,AMER,NAMER,Toyota Motor,1087,Manufacturing,SMB,FinanceHub,9JLZJ2H2A1,563.92,5,0.2,7.05,84534.0407841548,93.1444,1.25
6204,AMER-2022-133669,2022-10-22,20221022,Tracey Skinner,Mexico,Mexico City,AMER,LATAM,Comcast,1022,Communications,SMB,Site Analytics,44PQQ05ZWZ,235.15,8,0.4,-47.03,14185.7812248529,81.1832,-20.0
6205,AMER-2023-145660,2023-12-02,20231202,Zoe Lyman,Mexico,Mexico City,AMER,LATAM,UnitedHealth Group,1092,Healthcare,Enterprise,SaaS Connector Pack,VGLBYC726D,7.71,2,0.2,1.74,14185.7812248529,81.1832,22.5
6206,APJ-2022-133697,2022-10-21,20221021,Chloe Campbell,Japan,Tokyo,APJ,JAPN,Comcast,1022,Communications,SMB,Support,OZX2JB7LL1,51.02,7,0.2,15.94,32487.0778047567,86.9815,31.25
6207,APJ-2022-133697,2022-10-21,20221021,Chloe Campbell,Japan,Tokyo,APJ,JAPN,Comcast,1022,Communications,SMB,Storage,8XHFTDQ3TJ,25.25,4,0.2,7.89,32487.0778047567,86.9815,31.25
6208,APJ-2022-133697,2022-10-21,20221021,Chloe Campbell,Japan,Tokyo,APJ,JAPN,Comcast,1022,Communications,SMB,FinanceHub,9ZQS72FEYD,56.69,1,0.3,-14.58,32487.0778047567,86.9815,-25.71
6209,AMER-2023-148138,2023-09-30,20230930,Joanne Harris,Mexico,Mexico City,AMER,LATAM,Johnson & Johnson,1055,Healthcare,Strategic,Marketing Suite - Gold,5693AL4P5M,51.17,2,0.2,-6.4,14185.7812248529,81.1832,-12.5
6210,AMER-2023-119809,2023-08-19,20230819,Rose Hill,Canada,Toronto,AMER,NAMER,Bank of America Corp.,1011,Finance,Strategic,ContactMatcher,XLPCWGXOHD,2793.53,9,0.2,942.82,54340.3477224733,93.9564,33.75
6211,AMER-2023-119809,2023-08-19,20230819,Rose Hill,Canada,Toronto,AMER,NAMER,Bank of America Corp.,1011,Finance,Strategic,Marketing Suite - Gold,MOLB5UDKSE,1000.02,7,0.0,290.01,54340.3477224733,93.9564,29.0
6212,AMER-2023-119809,2023-08-19,20230819,Rose Hill,Canada,Toronto,AMER,NAMER,Bank of America Corp.,1011,Finance,Strategic,SaaS Connector Pack,X2XTLSOSM1,65.94,3,0.0,22.42,54340.3477224733,93.9564,34.0
6213,AMER-2023-149944,2023-11-13,20231113,Tracey Knox,Canada,Winnipeg,AMER,NAMER,Gazprom,1027,Energy,SMB,Storage,LIOPDSL5SP,18.24,3,0.0,9.12,54340.3477224733,93.9564,50.0
6214,AMER-2023-149944,2023-11-13,20231113,Tracey Knox,Canada,Winnipeg,AMER,NAMER,Gazprom,1027,Energy,SMB,OneView,3ZFWHSPJCJ,76.12,2,0.0,22.07,54340.3477224733,93.9564,29.0
6215,AMER-2020-128538,2020-10-11,20201011,Diane Buckland,United States,Lakewood,AMER,NAMER,Ford Motor,1009,Manufacturing,SMB,SaaS Connector Pack - Gold,G6ZI47APMH,7.64,1,0.0,3.74,84534.0407841548,93.1444,49.0
6216,EMEA-2021-161711,2021-11-28,20211128,Sonia Hardacre,United Kingdom,London,EMEA,UKIR,AmerisourceBergen,1007,Healthcare,Strategic,SaaS Connector Pack,XLO502JXIP,68.16,3,0.0,27.95,53246.3676145108,96.2988,41.0
6217,EMEA-2021-161711,2021-11-28,20211128,Sonia Hardacre,United Kingdom,London,EMEA,UKIR,AmerisourceBergen,1007,Healthcare,Strategic,SaaS Connector Pack - Gold,1GK35Z4H0C,62.24,8,0.0,29.25,53246.3676145108,96.2988,47.0
6218,EMEA-2021-129553,2021-07-27,20210727,Charles Churchill,Ireland,Dublin,EMEA,UKIR,Lowes,1060,Retail,SMB,Site Analytics,AMTS7UNORT,29.97,3,0.0,0.3,112894.953240805,96.4974,1.0
6219,AMER-2022-160220,2022-10-21,20221021,Lucas Taylor,Brazil,Belo Horizonte,AMER,LATAM,Coca-Cola,1021,Consumer Products,SMB,Site Analytics,MYPOZBY3KR,125.7,6,0.0,35.2,10310.5488778166,84.4635,28.0
6220,AMER-2022-160220,2022-10-21,20221021,Lucas Taylor,Brazil,Belo Horizonte,AMER,LATAM,Coca-Cola,1021,Consumer Products,SMB,Site Analytics,VXAFMFKDAD,191.98,2,0.0,51.83,10310.5488778166,84.4635,27.0
6221,AMER-2022-160220,2022-10-21,20221021,Lucas Taylor,Brazil,Belo Horizonte,AMER,LATAM,Coca-Cola,1021,Consumer Products,SMB,Marketing Suite - Gold,QUMM3M5924,20.86,7,0.0,1.46,10310.5488778166,84.4635,7.0
6222,AMER-2023-157224,2023-09-15,20230915,Joanne Davies,United States,New York City,AMER,NAMER,Tyson Foods,1088,Consumer Products,SMB,FinanceHub,81AT1HTN38,56.7,9,0.0,26.08,84534.0407841548,93.1444,46.0
6223,EMEA-2023-140627,2023-12-24,20231224,Emma Young,South Africa,Cape Town,EMEA,MEA,Lowes,1060,Retail,SMB,SaaS Connector Pack,GFDUSVO9B7,72.7,4,0.2,19.08,6267.186814093,75.6592,26.25
6224,EMEA-2023-140627,2023-12-24,20231224,Emma Young,South Africa,Cape Town,EMEA,MEA,Lowes,1060,Retail,SMB,ChatBot Plugin,OELP5P2QIV,12.26,7,0.2,1.07,6267.186814093,75.6592,8.75
6225,EMEA-2023-140627,2023-12-24,20231224,Emma Young,South Africa,Cape Town,EMEA,MEA,Lowes,1060,Retail,SMB,Marketing Suite - Gold,487110C3IP,218.35,3,0.2,-54.59,6267.186814093,75.6592,-25.0
6226,EMEA-2021-133445,2021-10-05,20211005,Caroline Burgess,Belgium,Brussels,EMEA,EU-WEST,J.P. Morgan Chase & Co.,1054,Finance,SMB,Marketing Suite,OJRFAF3EZT,66.29,1,0.7,-103.86,56614.5679499036,95.7758,-156.67
6227,EMEA-2021-133445,2021-10-05,20211005,Caroline Burgess,Belgium,Brussels,EMEA,EU-WEST,J.P. Morgan Chase & Co.,1054,Finance,SMB,FinanceHub,KO8QUNMXUM,291.17,4,0.2,-14.56,56614.5679499036,95.7758,-5.0
6228,APJ-2020-148782,2020-11-02,20201102,Peter McLean,Japan,Tokyo,APJ,JAPN,Pfizer,1074,Healthcare,SMB,Site Analytics,EM0TXP33A3,88.78,3,0.2,7.77,32487.0778047567,86.9815,8.75
6229,AMER-2022-148208,2022-01-22,20220122,David McDonald,Mexico,Tijuana,AMER,LATAM,Prudential Financial,1078,Finance,Enterprise,Site Analytics,W2TZIIG1DS,110.38,4,0.4,-20.24,14185.7812248529,81.1832,-18.33
6230,AMER-2022-148208,2022-01-22,20220122,David McDonald,Mexico,Tijuana,AMER,LATAM,Prudential Financial,1078,Finance,Enterprise,Data Smasher,OUHQBV20PF,55.18,3,0.2,15.86,14185.7812248529,81.1832,28.75
6231,EMEA-2023-127656,2023-07-12,20230712,Sarah Alsop,Netherlands,The Hague,EMEA,EU-WEST,Sysco,1084,Consumer Products,SMB,ChatBot Plugin,MS3DG98ODI,30.32,4,0.0,11.82,67520.4218956281,97.0068,39.0
6232,AMER-2023-142188,2023-09-12,20230912,Justin Pullman,Canada,Toronto,AMER,NAMER,HonHai Precision Industry,1033,Tech,SMB,FinanceHub,6ZAMEHURGS,177.57,2,0.2,8.88,54340.3477224733,93.9564,5.0
6233,AMER-2023-142188,2023-09-12,20230912,Justin Pullman,Canada,Toronto,AMER,NAMER,HonHai Precision Industry,1033,Tech,SMB,Support,IQNJBQRGU1,19.44,3,0.0,9.33,54340.3477224733,93.9564,48.0
